Year,Job Family,Total Salary
2019,Fire Services,4726.68
2019,Fire Services,194504.98
2019,Fire Services,146301.49
2019,Fire Services,25863.24
2019,Fire Services,189696.91
2017,Fire Services,168569.61
2017,Fire Services,169053.03
2017,Fire Services,128388.88
2017,Fire Services,52680.9
2017,Fire Services,19100.8
2017,Fire Services,54747.72
2017,Fire Services,168244.25
2017,Fire Services,175356.98
2017,Fire Services,51727.73
2017,Fire Services,113449.73
2017,Fire Services,156923.46
2017,Fire Services,14102.4
2017,Fire Services,137071.67
2017,Fire Services,149906.91
2017,Fire Services,145766.63
2017,Fire Services,156306.93
2017,Fire Services,152282.16
2017,Fire Services,185482.88
2017,Fire Services,194331.11
2017,Fire Services,198886.07
2017,Fire Services,150354.86
2017,Fire Services,153226.46
2017,Fire Services,166116.63
2017,Fire Services,185499.34
2017,Fire Services,162817.39
2017,Fire Services,211188.12
2017,Fire Services,130895.35
2017,Fire Services,91664.99
2017,Fire Services,156129.32
2017,Fire Services,133231.38
2017,Fire Services,134510.51
2017,Fire Services,105552.09
2017,Fire Services,116285.73
2017,Fire Services,108529.99
2017,Fire Services,124677.84
2017,Fire Services,86831.07
2017,Fire Services,137069.03
2017,Fire Services,190086.26
2017,Fire Services,129291.3
2017,Fire Services,13006.84
2017,Fire Services,162700.02
2017,Fire Services,118580.77
2017,Fire Services,113477.18
2017,Fire Services,229948.42
2017,Fire Services,110166.06
2017,Fire Services,136075.27
2017,Fire Services,165189.81
2017,Fire Services,153583.53
2017,Fire Services,160809.72
2017,Fire Services,159527.79
2017,Fire Services,177642.42
2017,Fire Services,153984.8
2017,Fire Services,112843.49
2017,Fire Services,221895.86
2017,Fire Services,207091.87
2017,Fire Services,132680.78
2017,Fire Services,138006.76
2017,Fire Services,184658.04
2017,Fire Services,225330.04
2017,Fire Services,161283.49
2017,Fire Services,174100.9
2017,Fire Services,202251.81
2017,Fire Services,42359.89
2020,Fire Services,232638.25
2020,Fire Services,226046.23
2020,Fire Services,159496.61
2020,Fire Services,163551.93
2020,Fire Services,130490.03
2020,Fire Services,29130.58
2020,Fire Services,157539.7
2020,Fire Services,287355.62
2020,Fire Services,149756.62
2020,Fire Services,135526.81
2020,Fire Services,90107.21
2020,Fire Services,160851.86
2020,Fire Services,124858.02
2020,Fire Services,149298.34
2020,Fire Services,126264.36
2020,Fire Services,252756.07
2020,Fire Services,161851.62
2020,Fire Services,142960.85
2020,Fire Services,187163.74
2020,Fire Services,232093.72
2020,Fire Services,113982.35
2020,Fire Services,112165.72
2020,Fire Services,133893.43
2020,Fire Services,138804.6
2020,Fire Services,224017.46
2020,Fire Services,190367.03
2020,Fire Services,230730.45
2020,Fire Services,65926.56
2020,Fire Services,140966.87
2020,Fire Services,175629.46
2020,Fire Services,224634.99
2020,Fire Services,128131.26
2020,Fire Services,124267.7
2020,Fire Services,105955.84
2020,Fire Services,198397.0
2020,Fire Services,166527.29
2020,Fire Services,211285.88
2020,Fire Services,157991.62
2020,Fire Services,94862.49
2020,Fire Services,222696.01
2020,Fire Services,282361.38
2020,Fire Services,180332.37
2020,Fire Services,80294.68
2020,Fire Services,185661.13
2020,Fire Services,105779.62
2020,Fire Services,169591.99
2020,Fire Services,147224.51
2020,Fire Services,104061.81
2020,Fire Services,160713.28
2020,Fire Services,339735.51
2020,Fire Services,335906.81
2020,Fire Services,332122.69
2020,Fire Services,190808.87
2020,Fire Services,124225.89
2020,Fire Services,120053.26
2020,Fire Services,232579.32
2020,Fire Services,184847.36
2020,Fire Services,137651.34
2020,Fire Services,152460.93
2020,Fire Services,162124.73
2020,Fire Services,113846.87
2021,Fire Services,184010.57
2021,Fire Services,184888.7
2021,Fire Services,951.25
2021,Fire Services,124720.78
2021,Fire Services,140195.4
2021,Fire Services,161034.52
2021,Fire Services,206590.09
2021,Fire Services,30504.5
2021,Fire Services,14449.5
2021,Fire Services,183498.07
2021,Fire Services,2942.0
2021,Fire Services,1471.0
2021,Fire Services,190513.96
2021,Fire Services,55543.19
2021,Fire Services,196389.15
2021,Fire Services,155472.66
2021,Fire Services,170934.5
2021,Fire Services,178708.16
2021,Fire Services,191039.82
2021,Fire Services,177795.87
2021,Fire Services,215861.68
2021,Fire Services,70267.39
2021,Fire Services,149013.59
2021,Fire Services,240322.32
2021,Fire Services,192882.79
2021,Fire Services,176960.06
2021,Fire Services,279668.96
2021,Fire Services,125647.93
2021,Fire Services,106109.95
2021,Fire Services,167097.7
2021,Fire Services,153175.1
2021,Fire Services,349270.88
2021,Fire Services,186721.69
2021,Fire Services,284939.95
2021,Fire Services,153683.98
2021,Fire Services,161250.07
2021,Fire Services,109190.22
2021,Fire Services,234036.08
2021,Fire Services,159990.11
2021,Fire Services,53621.58
2021,Fire Services,183338.16
2021,Fire Services,272215.82
2021,Fire Services,200584.16
2021,Fire Services,283084.05
2021,Fire Services,174857.92
2021,Fire Services,161107.22
2021,Fire Services,413278.79
2021,Fire Services,260715.17
2021,Fire Services,203639.06
2021,Fire Services,224303.5
2021,Fire Services,165935.28
2021,Fire Services,98987.38
2021,Fire Services,211561.26
2021,Fire Services,203002.3
2021,Fire Services,234715.04
2021,Fire Services,161624.76
2021,Fire Services,179862.59
2021,Fire Services,143258.69
2021,Fire Services,61701.88
2021,Fire Services,164510.87
2021,Fire Services,99488.59
2021,Fire Services,159428.4
2021,Fire Services,266794.17
2021,Fire Services,135025.56
2021,Fire Services,148791.85
2021,Fire Services,209798.34
2021,Fire Services,95571.08
2021,Fire Services,14649.9
2013,Fire Services,26555.83
2016,Fire Services,174174.44
2015,Fire Services,186596.01
2014,Fire Services,168450.11
2013,Fire Services,200275.91
2016,Fire Services,76262.92
2016,Fire Services,150324.36
2015,Fire Services,181690.23
2014,Fire Services,171094.77
2013,Fire Services,184046.11
2016,Fire Services,238670.61
2015,Fire Services,226927.12
2014,Fire Services,220524.98
2013,Fire Services,241231.48
2016,Fire Services,108940.74
2015,Fire Services,23703.95
2016,Fire Services,4625.74
2016,Fire Services,57033.67
2016,Fire Services,149936.88
2015,Fire Services,137206.94
2014,Fire Services,115768.75
2013,Fire Services,120110.17
2016,Fire Services,4320.0
2016,Fire Services,174843.0
2015,Fire Services,49518.29
2015,Fire Services,79776.71
2014,Fire Services,81632.27
2016,Fire Services,80764.85
2016,Fire Services,161970.62
2015,Fire Services,172255.06
2014,Fire Services,178701.76
2013,Fire Services,211375.57
2016,Fire Services,193049.21
2016,Fire Services,139113.17
2015,Fire Services,124705.23
2014,Fire Services,158541.16
2013,Fire Services,164601.65
2015,Fire Services,190678.19
2014,Fire Services,189637.89
2013,Fire Services,197945.36
2016,Fire Services,182339.04
2015,Fire Services,189559.42
2014,Fire Services,188139.83
2013,Fire Services,224352.81
2016,Fire Services,138961.63
2015,Fire Services,127662.62
2014,Fire Services,128093.31
2013,Fire Services,152444.33
2016,Fire Services,197950.66
2015,Fire Services,190746.05
2014,Fire Services,177832.78
2013,Fire Services,157925.58
2013,Fire Services,21929.28
2016,Fire Services,119586.71
2015,Fire Services,105919.05
2014,Fire Services,117666.23
2013,Fire Services,103756.3
2016,Fire Services,12503.76
2016,Fire Services,151916.89
2015,Fire Services,169744.33
2014,Fire Services,168647.54
2013,Fire Services,170335.33
2016,Fire Services,10975.13
2016,Fire Services,172346.06
2015,Fire Services,147043.54
2014,Fire Services,176702.91
2013,Fire Services,149252.01
2016,Fire Services,173110.58
2015,Fire Services,181178.55
2014,Fire Services,175256.56
2013,Fire Services,163889.21
2016,Fire Services,208072.86
2015,Fire Services,208294.73
2014,Fire Services,205680.84
2013,Fire Services,223121.51
2015,Fire Services,166639.56
2014,Fire Services,200745.4
2013,Fire Services,165009.39
2016,Fire Services,87673.36
2015,Fire Services,86233.5
2014,Fire Services,23757.5
2016,Fire Services,196736.78
2015,Fire Services,176415.35
2014,Fire Services,105459.71
2014,Fire Services,68161.2
2013,Fire Services,225718.52
2016,Fire Services,7961.81
2016,Fire Services,34052.81
2015,Fire Services,135876.35
2014,Fire Services,122689.94
2013,Fire Services,168338.08
2016,Fire Services,144856.25
2015,Fire Services,138565.61
2014,Fire Services,104473.82
2013,Fire Services,100214.62
2016,Fire Services,159998.98
2015,Fire Services,173905.44
2014,Fire Services,178006.74
2013,Fire Services,184881.97
2016,Fire Services,9790.72
2016,Fire Services,134062.46
2015,Fire Services,137310.54
2014,Fire Services,132822.02
2013,Fire Services,143370.0
2014,Fire Services,198300.62
2013,Fire Services,252673.72
2016,Fire Services,133607.33
2015,Fire Services,132042.37
2014,Fire Services,133238.0
2013,Fire Services,149213.06
2016,Fire Services,102531.15
2015,Fire Services,120368.02
2014,Fire Services,93569.24
2016,Fire Services,169883.4
2015,Fire Services,146995.94
2014,Fire Services,170487.43
2013,Fire Services,172747.55
2016,Fire Services,85697.44
2015,Fire Services,122901.63
2014,Fire Services,100138.47
2013,Fire Services,101192.54
2016,Fire Services,6990.95
2016,Fire Services,83062.69
2015,Fire Services,10728.79
2016,Fire Services,132741.14
2015,Fire Services,131978.29
2014,Fire Services,129458.19
2013,Fire Services,133024.88
2016,Fire Services,231133.03
2015,Fire Services,199871.62
2014,Fire Services,187694.56
2013,Fire Services,172227.43
2016,Fire Services,142405.16
2015,Fire Services,111234.78
2014,Fire Services,37446.45
2016,Fire Services,242268.49
2015,Fire Services,280332.8
2014,Fire Services,247285.83
2013,Fire Services,255352.96
2016,Fire Services,201491.91
2015,Fire Services,150439.54
2015,Fire Services,59989.61
2014,Fire Services,212453.21
2013,Fire Services,226321.26
2016,Fire Services,85626.17
2015,Fire Services,24004.0
2016,Fire Services,194033.19
2015,Fire Services,202024.91
2016,Fire Services,131709.74
2015,Fire Services,134515.79
2014,Fire Services,132269.57
2013,Fire Services,141831.22
2016,Fire Services,517.05
2016,Fire Services,83808.43
2015,Fire Services,7712.66
2016,Fire Services,133520.65
2015,Fire Services,134169.98
2014,Fire Services,131815.47
2013,Fire Services,141102.8
2016,Fire Services,218166.28
2015,Fire Services,212400.48
2014,Fire Services,188302.36
2013,Fire Services,189931.75
2016,Fire Services,150614.01
2015,Fire Services,163154.58
2014,Fire Services,160691.6
2013,Fire Services,107332.35
2016,Fire Services,171651.66
2015,Fire Services,172215.72
2014,Fire Services,129994.89
2013,Fire Services,140392.81
2015,Fire Services,29892.48
2014,Fire Services,92487.42
2013,Fire Services,57035.6
2016,Fire Services,122929.82
2015,Fire Services,94173.07
2014,Fire Services,82632.82
2016,Fire Services,167147.86
2015,Fire Services,91526.93
2015,Fire Services,67073.53
2014,Fire Services,148049.99
2013,Fire Services,155582.17
2016,Fire Services,25416.0
2016,Fire Services,51814.46
2016,Fire Services,154814.74
2015,Fire Services,147315.95
2014,Fire Services,141464.61
2013,Fire Services,152977.01
2016,Fire Services,74272.08
2016,Fire Services,34188.69
2016,Fire Services,221620.26
2015,Fire Services,180372.26
2014,Fire Services,179823.59
2013,Fire Services,211970.9
2016,Fire Services,154027.61
2015,Fire Services,182252.89
2014,Fire Services,170685.93
2013,Fire Services,189218.97
2016,Fire Services,226826.62
2015,Fire Services,237567.6
2014,Fire Services,236402.85
2013,Fire Services,223870.81
2016,Fire Services,179025.9
2015,Fire Services,173469.69
2014,Fire Services,169346.69
2013,Fire Services,178745.74
2016,Fire Services,228213.24
2015,Fire Services,231856.69
2014,Fire Services,235192.92
2013,Fire Services,237943.35
2016,Fire Services,94877.29
2015,Fire Services,24004.0
2016,Fire Services,116533.52
2015,Fire Services,117899.44
2014,Fire Services,114108.33
2013,Fire Services,113799.42
2016,Fire Services,94174.45
2015,Fire Services,58589.2
2016,Fire Services,163608.14
2015,Fire Services,147280.25
2014,Fire Services,165894.82
2013,Fire Services,165905.64
2016,Fire Services,222022.28
2015,Fire Services,202075.16
2014,Fire Services,194271.2
2013,Fire Services,197810.9
2016,Fire Services,167752.9
2015,Fire Services,210274.29
2014,Fire Services,178061.58
2013,Fire Services,233506.48
2016,Fire Services,92088.44
2015,Fire Services,88695.62
2014,Fire Services,87701.71
2013,Fire Services,25384.15
2016,Fire Services,208871.71
2015,Fire Services,155222.28
2014,Fire Services,142786.95
2013,Fire Services,193659.12
2016,Fire Services,351524.52
2016,Fire Services,7023.26
2016,Fire Services,183835.4
2015,Fire Services,187318.01
2014,Fire Services,151828.84
2013,Fire Services,134032.71
2016,Fire Services,4320.0
2016,Fire Services,179090.61
2015,Fire Services,169470.34
2014,Fire Services,170233.4
2013,Fire Services,189122.59
2016,Fire Services,142596.44
2015,Fire Services,141526.1
2014,Fire Services,146698.21
2013,Fire Services,160087.39
2016,Fire Services,215667.52
2015,Fire Services,214132.94
2014,Fire Services,163967.79
2013,Fire Services,174096.96
2016,Fire Services,206327.77
2015,Fire Services,134890.54
2014,Fire Services,211268.44
2013,Fire Services,203128.72
2015,Fire Services,32939.25
2014,Fire Services,125801.99
2013,Fire Services,151915.89
2016,Fire Services,77159.82
2016,Fire Services,108472.4
2015,Fire Services,98437.44
2014,Fire Services,103466.16
2013,Fire Services,112311.41
2015,Fire Services,9392.66
2014,Fire Services,244209.17
2013,Fire Services,75141.29
2013,Fire Services,135299.23
2016,Fire Services,128785.28
2015,Fire Services,140061.67
2014,Fire Services,132797.12
2013,Fire Services,142427.37
2016,Fire Services,93395.21
2015,Fire Services,24004.0
2016,Fire Services,122201.87
2015,Fire Services,121430.21
2014,Fire Services,131719.05
2013,Fire Services,105103.5
2016,Fire Services,193949.37
2015,Fire Services,213560.17
2014,Fire Services,192556.86
2013,Fire Services,188308.24
2016,Fire Services,81989.53
2015,Fire Services,88634.62
2014,Fire Services,23757.5
2016,Fire Services,196082.9
2015,Fire Services,186723.23
2014,Fire Services,170828.79
2013,Fire Services,188686.61
2016,Fire Services,191005.89
2015,Fire Services,149463.98
2014,Fire Services,187282.89
2013,Fire Services,181586.29
2016,Fire Services,192702.93
2015,Fire Services,135033.04
2014,Fire Services,166875.74
2013,Fire Services,142461.56
2016,Fire Services,201422.9
2015,Fire Services,186990.01
2014,Fire Services,184166.64
2013,Fire Services,185090.38
2016,Fire Services,137876.39
2015,Fire Services,123681.48
2014,Fire Services,130225.15
2013,Fire Services,117334.96
2016,Fire Services,13831.09
2015,Fire Services,2369.81
2016,Fire Services,152531.02
2015,Fire Services,152912.14
2014,Fire Services,161409.42
2013,Fire Services,170684.56
2016,Fire Services,142041.65
2015,Fire Services,122739.35
2014,Fire Services,131731.42
2013,Fire Services,163103.39
2016,Fire Services,88142.86
2015,Fire Services,24004.0
2016,Fire Services,212062.51
2015,Fire Services,203977.84
2014,Fire Services,199418.16
2013,Fire Services,161536.75
2015,Fire Services,188530.36
2014,Fire Services,235275.6
2013,Fire Services,247139.67
2016,Fire Services,141434.92
2015,Fire Services,139526.74
2014,Fire Services,130799.41
2013,Fire Services,139144.27
2016,Fire Services,181170.61
2015,Fire Services,169756.3
2014,Fire Services,197188.35
2013,Fire Services,136746.4
2013,Fire Services,4883.9
2016,Fire Services,157682.48
2015,Fire Services,143156.8
2014,Fire Services,128055.96
2013,Fire Services,132629.01
2016,Fire Services,168837.23
2015,Fire Services,152942.91
2014,Fire Services,63149.49
2014,Fire Services,93486.76
2013,Fire Services,154646.78
2016,Fire Services,183378.54
2015,Fire Services,170438.75
2014,Fire Services,186847.54
2013,Fire Services,149872.33
2016,Fire Services,196430.8
2015,Fire Services,182000.12
2014,Fire Services,194330.04
2013,Fire Services,12749.1
2013,Fire Services,174969.33
2016,Fire Services,129657.66
2015,Fire Services,127161.08
2014,Fire Services,128693.11
2013,Fire Services,124663.83
2016,Fire Services,223775.89
2015,Fire Services,148134.77
2015,Fire Services,90912.44
2014,Fire Services,215694.8
2013,Fire Services,217110.47
2016,Fire Services,93683.73
2015,Fire Services,19793.78
2014,Fire Services,105207.29
2013,Fire Services,119579.45
2016,Fire Services,212405.24
2015,Fire Services,210766.03
2014,Fire Services,233802.24
2013,Fire Services,224957.43
2016,Fire Services,169013.31
